filename,width,height,class,xmin,ymin,xmax,ymax
litchi005T(5).JPG,816,612,litchi,476,275,622,429
litchi005T(5).JPG,816,612,coin,134,270,212,345
litchi005T(6).JPG,816,612,litchi,474,261,634,406
litchi005T(6).JPG,816,612,coin,135,258,216,338
litchi005T(7).JPG,816,612,litchi,505,290,642,435
litchi005T(7).JPG,816,612,coin,178,269,249,339
litchi005T(8).JPG,816,612,litchi,461,231,606,376
litchi005T(8).JPG,816,612,coin,134,209,210,285
mango001S(1).JPG,816,612,mango,435,307,620,462
mango001S(1).JPG,816,612,coin,125,410,193,478
mango001S(2).JPG,816,612,mango,397,333,594,495
mango001S(2).JPG,816,612,coin,95,432,163,503
mango001S(3).JPG,816,612,mango,362,282,606,434
mango001S(3).JPG,816,612,coin,60,384,125,452
mango001S(4).JPG,816,612,mango,403,259,661,416
mango001S(4).JPG,816,612,coin,119,363,183,429
mango001S(5).JPG,816,612,mango,415,333,607,489
mango001S(5).JPG,816,612,coin,115,433,187,497
mango001S(6).JPG,816,612,mango,412,254,659,403
mango001S(6).JPG,816,612,coin,113,355,182,422
mango001S(7).JPG,816,612,mango,438,289,625,440
mango001S(7).JPG,816,612,coin,124,390,190,455
mango001S(8).JPG,816,612,mango,406,275,674,435
mango001S(8).JPG,816,612,coin,131,381,198,449
mango001T(1).JPG,816,612,mango,366,328,626,512
mango001T(1).JPG,816,612,coin,182,124,246,189
mango001T(2).JPG,816,612,mango,385,261,551,488
mango001T(2).JPG,816,612,coin,171,117,229,172
mango001T(3).JPG,816,612,mango,320,298,554,457
mango001T(3).JPG,816,612,coin,150,147,210,207
mango001T(4).JPG,816,612,mango,343,229,606,428
mango001T(4).JPG,816,612,coin,76,260,142,323
mango001T(5).JPG,816,612,mango,421,277,549,457
mango001T(5).JPG,816,612,coin,223,221,269,269
mango001T(6).JPG,816,612,mango,374,238,540,465
mango001T(6).JPG,816,612,coin,157,125,214,182
mango001T(7).JPG,816,612,mango,306,308,550,484
mango001T(7).JPG,816,612,coin,135,132,199,191
mango001T(8).JPG,816,612,mango,389,258,549,489
mango001T(8).JPG,816,612,coin,138,151,196,211
mango002S(1).JPG,816,612,mango,441,337,606,470
mango002S(1).JPG,816,612,coin,88,417,168,492
mango002S(10).JPG,816,612,mango,421,299,640,429
mango002S(10).JPG,816,612,coin,98,377,164,448
mango002S(2).JPG,816,612,mango,428,352,675,485
mango002S(2).JPG,816,612,coin,132,433,203,506
mango002S(3).JPG,816,612,mango,474,295,657,434
mango002S(3).JPG,816,612,coin,148,378,217,446
mango002S(4).JPG,816,612,mango,425,324,667,468
mango002S(4).JPG,816,612,coin,151,411,222,481
mango002S(5).JPG,816,612,mango,448,259,691,392
mango002S(5).JPG,816,612,coin,113,336,182,405
mango002S(6).JPG,816,612,mango,423,294,598,426
mango002S(6).JPG,816,612,coin,63,374,135,443
mango002S(7).JPG,816,612,mango,428,287,675,422
mango002S(7).JPG,816,612,coin,125,368,194,434
mango002S(8).JPG,816,612,mango,455,266,634,402
mango002S(8).JPG,816,612,coin,136,350,206,418
mango002S(9).JPG,816,612,mango,440,290,677,416
mango002S(9).JPG,816,612,coin,99,375,171,441
mango002T(1).JPG,816,612,mango,356,285,613,471
mango002T(1).JPG,816,612,coin,83,73,153,141
mango002T(10).JPG,816,612,mango,392,263,534,468
mango002T(10).JPG,816,612,coin,152,133,209,189
mango002T(2).JPG,816,612,mango,420,234,606,492
mango002T(2).JPG,816,612,coin,87,112,159,180
mango002T(3).JPG,816,612,mango,327,246,572,421
mango002T(3).JPG,816,612,coin,61,74,129,139
mango002T(4).JPG,816,612,mango,383,277,584,557
mango002T(4).JPG,816,612,coin,49,153,121,226
mango002T(5).JPG,816,612,mango,391,223,586,475
mango002T(5).JPG,816,612,coin,80,75,150,148
mango002T(6).JPG,816,612,mango,287,255,527,437
mango002T(6).JPG,816,612,coin,33,120,99,182
mango002T(7).JPG,816,612,mango,416,250,587,493
mango002T(7).JPG,816,612,coin,111,97,180,164
mango002T(8).JPG,816,612,mango,342,245,575,415
mango002T(8).JPG,816,612,coin,100,40,166,108
mango002T(9).JPG,816,612,mango,429,237,585,456
mango002T(9).JPG,816,612,coin,129,97,192,159
mango003S(1).JPG,816,612,mango,391,219,552,305
mango003S(1).JPG,816,612,coin,209,280,251,323
mango003S(10).JPG,816,612,mango,479,239,698,408
mango003S(10).JPG,816,612,coin,93,345,162,414
mango003S(11).JPG,816,612,mango,433,235,632,390
mango003S(11).JPG,816,612,coin,91,342,166,410
mango003S(2).JPG,816,612,mango,444,274,710,424
mango003S(2).JPG,816,612,coin,61,369,134,441
mango003S(3).JPG,816,612,mango,454,253,725,412
mango003S(3).JPG,816,612,coin,122,359,195,427
mango003S(4).JPG,816,612,mango,424,245,675,396
mango003S(4).JPG,816,612,coin,109,350,179,417
mango003S(5).JPG,816,612,mango,437,272,708,429
mango003S(5).JPG,816,612,coin,91,375,166,442
mango003S(6).JPG,816,612,mango,455,308,710,463
mango003S(6).JPG,816,612,coin,117,408,186,479
mango003S(7).JPG,816,612,mango,433,277,705,444
mango003S(7).JPG,816,612,coin,87,382,156,451
mango003S(8).JPG,816,612,mango,437,279,700,432
mango003S(8).JPG,816,612,coin,108,383,181,453
mango003S(9).JPG,816,612,mango,473,221,757,393
mango003S(9).JPG,816,612,coin,131,327,201,399
mango003T(1).JPG,816,612,mango,323,236,561,400
mango003T(1).JPG,816,612,coin,109,252,171,310
mango003T(10).JPG,816,612,mango,324,186,526,459
mango003T(10).JPG,816,612,coin,53,248,125,315
mango003T(11).JPG,816,612,mango,335,234,512,477
mango003T(11).JPG,816,612,coin,60,264,126,325
mango003T(2).JPG,816,612,mango,392,199,655,388
mango003T(2).JPG,816,612,coin,139,196,204,258
mango003T(3).JPG,816,612,mango,405,179,607,454
mango003T(3).JPG,816,612,coin,135,78,206,146
mango003T(4).JPG,816,612,mango,429,225,629,494
mango003T(4).JPG,816,612,coin,104,209,172,274
mango003T(5).JPG,816,612,mango,416,217,609,486
mango003T(5).JPG,816,612,coin,138,296,201,362
mango003T(6).JPG,816,612,mango,398,179,593,445
mango003T(6).JPG,816,612,coin,78,248,147,313
mango003T(7).JPG,816,612,mango,404,192,589,441
mango003T(7).JPG,816,612,coin,113,252,177,312
mango003T(8).JPG,816,612,mango,302,247,469,468
mango003T(8).JPG,816,612,coin,79,310,139,366
mango003T(9).JPG,816,612,mango,384,267,531,452
mango003T(9).JPG,816,612,coin,155,313,208,364
mango004S(1).JPG,816,612,mango,452,335,598,416
mango004S(1).JPG,816,612,coin,149,370,214,432
mango004S(10).JPG,816,612,mango,471,293,600,365
mango004S(10).JPG,816,612,coin,152,326,226,396
mango004S(2).JPG,816,612,mango,462,327,624,409
mango004S(2).JPG,816,612,coin,148,359,212,422
mango004S(3).JPG,816,612,mango,419,312,582,391
mango004S(3).JPG,816,612,coin,94,354,168,417
mango004S(4).JPG,816,612,mango,468,348,624,425
mango004S(4).JPG,816,612,coin,175,381,239,441
mango004S(5).JPG,816,612,mango,435,328,591,402
mango004S(5).JPG,816,612,coin,138,363,204,424
mango004S(6).JPG,816,612,mango,467,347,573,420
mango004S(6).JPG,816,612,coin,161,385,231,442
mango004S(7).JPG,816,612,mango,388,353,543,436
mango004S(7).JPG,816,612,coin,388,353,543,436
mango004S(8).JPG,816,612,mango,445,318,596,398
mango004S(8).JPG,816,612,coin,153,363,221,421
mango004S(9).JPG,816,612,mango,440,330,593,407
mango004S(9).JPG,816,612,coin,156,364,215,424
mango004T(1).JPG,816,612,mango,427,230,563,417
mango004T(1).JPG,816,612,coin,93,272,164,339
mango004T(10).JPG,816,612,mango,409,311,559,414
mango004T(10).JPG,816,612,coin,171,322,226,375
mango004T(2).JPG,816,612,mango,508,243,666,465
mango004T(2).JPG,816,612,coin,118,328,202,409
mango004T(3).JPG,816,612,mango,461,291,608,498
mango004T(3).JPG,816,612,coin,89,342,168,417
mango004T(4).JPG,816,612,mango,412,317,541,507
mango004T(4).JPG,816,612,coin,103,312,174,384
mango004T(5).JPG,816,612,mango,428,325,553,508
mango004T(5).JPG,816,612,coin,110,321,175,383
mango004T(6).JPG,816,612,mango,425,240,616,369
mango004T(6).JPG,816,612,coin,120,217,191,286
mango004T(7).JPG,816,612,mango,481,228,623,438
mango004T(7).JPG,816,612,coin,481,228,623,438
mango004T(8).JPG,816,612,mango,484,228,626,432
mango004T(8).JPG,816,612,coin,91,229,165,304
mango004T(9).JPG,816,612,mango,476,322,631,534
mango004T(9).JPG,816,612,coin,113,311,193,388
mango005S(1).JPG,816,612,mango,465,370,646,460
mango005S(1).JPG,816,612,coin,193,413,259,478
mango005S(10).JPG,816,612,mango,468,326,670,418
mango005S(10).JPG,816,612,coin,143,370,212,435
mango005S(11).JPG,816,612,mango,476,326,664,420
mango005S(11).JPG,816,612,coin,172,367,238,433
mango005S(12).JPG,816,612,mango,511,355,692,445
mango005S(12).JPG,816,612,coin,176,396,243,461
mango005S(2).JPG,816,612,mango,466,321,654,409
mango005S(2).JPG,816,612,coin,100,363,169,431
mango005S(3).JPG,816,612,mango,430,323,617,414
mango005S(3).JPG,816,612,coin,124,366,199,429
mango005S(4).JPG,816,612,mango,455,332,640,421
mango005S(4).JPG,816,612,coin,127,372,192,438
mango005S(5).JPG,816,612,mango,462,355,650,446
mango005S(5).JPG,816,612,coin,125,395,203,460
mango005S(6).JPG,816,612,mango,439,308,620,400
mango005S(6).JPG,816,612,coin,95,353,162,418
mango005S(7).JPG,816,612,mango,443,352,630,446
mango005S(7).JPG,816,612,coin,128,398,195,461
mango005S(8).JPG,816,612,mango,452,278,639,365
mango005S(8).JPG,816,612,coin,132,322,200,386
mango005S(9).JPG,816,612,mango,473,331,664,419
mango005S(9).JPG,816,612,coin,127,371,200,438
mango005T(1).JPG,816,612,mango,435,222,556,410
mango005T(1).JPG,816,612,coin,117,214,178,274
mango005T(10).JPG,816,612,mango,439,235,571,435
mango005T(10).JPG,816,612,coin,131,237,198,302
mango005T(11).JPG,816,612,mango,435,276,552,462
mango005T(11).JPG,816,612,coin,96,287,160,348
mango005T(12).JPG,816,612,mango,444,285,564,471
mango005T(12).JPG,816,612,coin,132,270,196,330
mango005T(2).JPG,816,612,mango,461,302,573,485
mango005T(2).JPG,816,612,coin,114,316,178,377
mango005T(3).JPG,816,612,mango,414,201,525,387
mango005T(3).JPG,816,612,coin,131,280,194,338
mango005T(4).JPG,816,612,mango,405,294,516,483
mango005T(4).JPG,816,612,coin,126,267,192,327
mango005T(5).JPG,816,612,mango,411,216,534,408
mango005T(5).JPG,816,612,coin,96,199,162,262
mango005T(6).JPG,816,612,mango,376,221,496,411
mango005T(6).JPG,816,612,coin,51,209,120,271
mango005T(7).JPG,816,612,mango,486,274,614,473
mango005T(7).JPG,816,612,coin,132,299,200,367
mango005T(8).JPG,816,612,mango,450,202,573,400
mango005T(8).JPG,816,612,coin,98,206,164,274
mango005T(9).JPG,816,612,mango,471,282,595,482
mango005T(9).JPG,816,612,coin,162,272,228,338
mango006S(1).JPG,816,612,mango,434,327,640,427
mango006S(1).JPG,816,612,coin,99,374,166,440
mango006S(10).JPG,816,612,mango,466,338,662,432
mango006S(10).JPG,816,612,coin,144,384,212,452
mango006S(11).JPG,816,612,mango,461,299,657,398
mango006S(11).JPG,816,612,coin,153,351,220,418
mango006S(12).JPG,816,612,mango,452,295,659,394
mango006S(12).JPG,816,612,coin,132,348,205,410
mango006S(13).JPG,816,612,mango,446,271,653,371
mango006S(13).JPG,816,612,coin,131,327,199,391
mango006S(14).JPG,816,612,mango,468,306,684,405
mango006S(14).JPG,816,612,coin,121,357,191,423
mango006S(2).JPG,816,612,mango,469,275,685,372
mango006S(2).JPG,816,612,coin,158,323,227,389
mango006S(3).JPG,816,612,mango,456,323,667,422
mango006S(3).JPG,816,612,coin,144,372,212,437
mango006S(4).JPG,816,612,mango,441,329,635,423
mango006S(4).JPG,816,612,coin,119,377,186,440
mango006S(5).JPG,816,612,mango,467,279,684,378
mango006S(5).JPG,816,612,coin,160,325,229,392
mango006S(6).JPG,816,612,mango,467,281,681,378
mango006S(6).JPG,816,612,coin,140,333,211,394
mango006S(7).JPG,816,612,mango,486,271,699,368
mango006S(7).JPG,816,612,coin,166,320,234,382
mango006S(8).JPG,816,612,mango,450,298,666,396
mango006S(8).JPG,816,612,coin,117,345,190,411
mango006S(9).JPG,816,612,mango,476,286,684,381
mango006S(9).JPG,816,612,coin,126,331,200,394
mango006T(1).JPG,816,612,mango,407,312,533,508
mango006T(1).JPG,816,612,coin,146,332,204,391
mango006T(10).JPG,816,612,mango,423,231,547,439
mango006T(10).JPG,816,612,coin,117,236,178,298
mango006T(11).JPG,816,612,mango,446,274,587,492
mango006T(11).JPG,816,612,coin,106,286,173,354
mango006T(12).JPG,816,612,mango,409,261,524,444
mango006T(12).JPG,816,612,coin,126,282,181,337
mango006T(13).JPG,816,612,mango,401,236,538,445
mango006T(13).JPG,816,612,coin,79,242,140,305
mango006T(14).JPG,816,612,mango,462,251,605,483
mango006T(14).JPG,816,612,coin,127,271,195,337
mango006T(2).JPG,816,612,mango,382,215,521,437
mango006T(2).JPG,816,612,coin,45,223,112,288
mango006T(3).JPG,816,612,mango,409,220,555,440
mango006T(3).JPG,816,612,coin,80,251,151,318
mango006T(4).JPG,816,612,mango,455,226,611,478
mango006T(4).JPG,816,612,coin,95,222,168,291
mango006T(5).JPG,816,612,mango,467,248,620,491
mango006T(5).JPG,816,612,coin,93,272,169,343
mango006T(6).JPG,816,612,mango,417,184,574,419
mango006T(6).JPG,816,612,coin,68,200,141,272
mango006T(7).JPG,816,612,mango,446,237,587,460
mango006T(7).JPG,816,612,coin,116,271,186,337
mango006T(8).JPG,816,612,mango,443,244,570,437
mango006T(8).JPG,816,612,coin,184,257,241,315
mango006T(9).JPG,816,612,mango,389,222,530,436
mango006T(9).JPG,816,612,coin,101,213,165,276
mango007S(1).JPG,816,612,mango,459,299,630,381
mango007S(1).JPG,816,612,coin,132,332,193,395
mango007S(10).JPG,816,612,mango,426,286,592,370
mango007S(10).JPG,816,612,coin,113,326,180,386
mango007S(11).JPG,816,612,mango,427,283,594,374
mango007S(11).JPG,816,612,coin,97,323,158,386
mango007S(12).JPG,816,612,mango,394,277,556,364
mango007S(12).JPG,816,612,coin,69,323,134,385
mango007S(13).JPG,816,612,mango,430,295,594,378
mango007S(13).JPG,816,612,coin,101,331,160,392
mango007S(2).JPG,816,612,mango,467,269,641,359
mango007S(2).JPG,816,612,coin,136,316,202,377
mango007S(3).JPG,816,612,mango,442,329,603,418
mango007S(3).JPG,816,612,coin,123,373,186,434
mango007S(4).JPG,816,612,mango,448,302,608,379
mango007S(4).JPG,816,612,coin,100,339,162,396
mango007S(5).JPG,816,612,mango,450,289,618,378
mango007S(5).JPG,816,612,coin,130,332,195,396
mango007S(6).JPG,816,612,mango,443,252,567,339
mango007S(6).JPG,816,612,coin,81,286,146,349
mango007S(7).JPG,816,612,mango,411,283,575,368
mango007S(7).JPG,816,612,coin,75,322,138,383
mango007S(8).JPG,816,612,mango,425,330,591,412
mango007S(8).JPG,816,612,coin,115,365,178,424
mango007S(9).JPG,816,612,mango,421,273,590,362
mango007S(9).JPG,816,612,coin,75,321,140,380
mango007T(1).JPG,816,612,mango,443,283,569,463
mango007T(1).JPG,816,612,coin,93,299,155,359
mango007T(10).JPG,816,612,mango,477,247,599,423
mango007T(10).JPG,816,612,coin,124,286,188,350
mango007T(11).JPG,816,612,mango,464,239,599,413
mango007T(11).JPG,816,612,coin,124,272,187,334
mango007T(12).JPG,816,612,mango,510,228,660,425
mango007T(12).JPG,816,612,coin,127,316,198,386
mango007T(13).JPG,816,612,mango,437,273,561,457
mango007T(13).JPG,816,612,coin,86,302,147,361
mango007T(2).JPG,816,612,mango,443,246,577,433
mango007T(2).JPG,816,612,coin,104,250,168,315
mango007T(3).JPG,816,612,mango,456,280,588,466
mango007T(3).JPG,816,612,coin,92,339,160,401
mango007T(4).JPG,816,612,mango,460,264,590,447
mango007T(4).JPG,816,612,coin,136,260,200,325
mango007T(5).JPG,816,612,mango,426,289,546,457
mango007T(5).JPG,816,612,coin,94,280,158,343
mango007T(6).JPG,816,612,mango,514,292,711,431
mango007T(6).JPG,816,612,coin,143,280,218,345
mango007T(7).JPG,816,612,mango,471,330,607,517
mango007T(7).JPG,816,612,coin,119,332,186,391
mango007T(8).JPG,816,612,mango,484,238,617,417
mango007T(8).JPG,816,612,coin,122,262,188,327
mango007T(9).JPG,816,612,mango,453,240,585,427
mango007T(9).JPG,816,612,coin,107,268,180,336
mango008S(1).JPG,816,612,mango,413,228,611,323
mango008S(1).JPG,816,612,coin,89,273,156,336
mango008S(2).JPG,816,612,mango,427,254,624,352
mango008S(2).JPG,816,612,coin,86,307,152,368
mango008S(3).JPG,816,612,mango,409,265,601,365
mango008S(3).JPG,816,612,coin,100,317,164,378
mango008S(4).JPG,816,612,mango,413,225,602,323
mango008S(4).JPG,816,612,coin,95,277,160,335
mango008S(5).JPG,816,612,mango,418,218,607,319
mango008S(5).JPG,816,612,coin,137,275,203,339
mango008S(6).JPG,816,612,mango,429,252,628,345
mango008S(6).JPG,816,612,coin,98,299,161,360
mango008S(7).JPG,816,612,mango,424,256,622,355
mango008S(7).JPG,816,612,coin,111,314,173,374
mango008S(8).JPG,816,612,mango,417,227,617,325
mango008S(8).JPG,816,612,coin,66,276,136,339
mango008T(1).JPG,816,612,mango,449,264,589,460
mango008T(1).JPG,816,612,coin,140,301,205,365
mango008T(2).JPG,816,612,mango,473,219,645,472
mango008T(2).JPG,816,612,coin,63,287,143,361
mango008T(3).JPG,816,612,mango,473,267,625,492
mango008T(3).JPG,816,612,coin,117,319,185,388
mango008T(4).JPG,816,612,mango,441,270,589,502
mango008T(4).JPG,816,612,coin,441,270,589,502
mango008T(5).JPG,816,612,mango,511,218,673,456
mango008T(5).JPG,816,612,coin,105,264,179,337
mango008T(6).JPG,816,612,mango,451,261,590,479
mango008T(6).JPG,816,612,coin,112,302,180,367
mango008T(7).JPG,816,612,mango,477,278,621,487
mango008T(7).JPG,816,612,coin,147,322,210,387
mango008T(8).JPG,816,612,mango,407,236,536,425
mango008T(8).JPG,816,612,coin,114,265,173,324
mango009S(1).JPG,816,612,mango,523,388,714,530
mango009S(1).JPG,816,612,coin,50,452,131,527
mango009S(10).JPG,816,612,mango,483,348,662,489
mango009S(10).JPG,816,612,coin,25,408,108,487
mango009S(11).JPG,816,612,mango,483,327,738,453
mango009S(11).JPG,816,612,coin,69,385,154,466
mango009S(12).JPG,816,612,mango,526,335,705,455
mango009S(12).JPG,816,612,coin,56,388,144,468
mango009S(13).JPG,816,612,mango,481,340,735,460
mango009S(13).JPG,816,612,coin,35,396,122,476
mango009S(2).JPG,816,612,mango,446,328,710,452
mango009S(2).JPG,816,612,coin,52,388,139,468
mango009S(3).JPG,816,612,mango,499,331,692,458
mango009S(3).JPG,816,612,coin,73,387,155,466
mango009S(4).JPG,816,612,mango,463,315,712,438
mango009S(4).JPG,816,612,coin,64,382,147,460
mango009S(5).JPG,816,612,mango,498,338,697,465
mango009S(5).JPG,816,612,coin,43,397,128,473
mango009S(6).JPG,816,612,mango,476,344,757,466
mango009S(6).JPG,816,612,coin,48,405,131,485
mango009S(7).JPG,816,612,mango,463,311,715,434
mango009S(7).JPG,816,612,coin,53,375,138,454
mango009S(8).JPG,816,612,mango,516,308,700,438
mango009S(8).JPG,816,612,coin,65,367,150,448
mango009S(9).JPG,816,612,mango,476,368,731,493
mango009S(9).JPG,816,612,coin,46,428,132,507
mango009T(1).JPG,816,612,mango,423,289,650,436
mango009T(1).JPG,816,612,coin,134,291,202,353
mango009T(10).JPG,816,612,mango,409,298,620,448
mango009T(10).JPG,816,612,coin,126,279,188,339
mango009T(11).JPG,816,612,mango,425,207,569,403
mango009T(11).JPG,816,612,coin,117,235,174,292
mango009T(12).JPG,816,612,mango,453,280,667,427
mango009T(12).JPG,816,612,coin,126,269,195,334
mango009T(13).JPG,816,612,mango,440,266,603,497
mango009T(13).JPG,816,612,coin,90,263,161,326
mango009T(2).JPG,816,612,mango,446,177,588,384
mango009T(2).JPG,816,612,coin,102,173,165,233
mango009T(3).JPG,816,612,mango,443,276,648,410
mango009T(3).JPG,816,612,coin,130,264,198,324
mango009T(4).JPG,816,612,mango,441,211,577,406
mango009T(4).JPG,816,612,coin,104,233,166,294
mango009T(5).JPG,816,612,mango,396,261,616,410
mango009T(5).JPG,816,612,coin,72,246,136,307
mango009T(6).JPG,816,612,mango,505,224,670,462
mango009T(6).JPG,816,612,coin,135,247,203,312
mango009T(7).JPG,816,612,mango,466,197,616,416
mango009T(7).JPG,816,612,coin,98,202,167,266
mango009T(8).JPG,816,612,mango,431,252,632,395
mango009T(8).JPG,816,612,coin,123,210,189,271
mango009T(9).JPG,816,612,mango,437,204,577,404
mango009T(9).JPG,816,612,coin,89,229,152,290
mango010S(1).JPG,816,612,mango,494,261,628,359
mango010S(1).JPG,816,612,coin,181,317,242,378
mango010S(10).JPG,816,612,mango,486,254,626,353
mango010S(10).JPG,816,612,coin,171,314,235,377
mango010S(11).JPG,816,612,mango,434,253,646,358
mango010S(11).JPG,816,612,coin,149,310,214,374
mango010S(2).JPG,816,612,mango,445,253,651,355
mango010S(2).JPG,816,612,coin,133,304,194,366
mango010S(3).JPG,816,612,mango,459,263,589,369
mango010S(3).JPG,816,612,coin,135,319,197,378
mango010S(4).JPG,816,612,mango,468,244,683,350
mango010S(4).JPG,816,612,coin,150,299,211,360
mango010S(5).JPG,816,612,mango,483,239,619,337
mango010S(5).JPG,816,612,coin,130,297,198,360
mango010S(6).JPG,816,612,mango,436,244,646,350
mango010S(6).JPG,816,612,coin,114,301,175,363
mango010S(7).JPG,816,612,mango,459,254,596,364
mango010S(7).JPG,816,612,coin,125,314,187,378
mango010S(8).JPG,816,612,mango,481,290,691,398
mango010S(8).JPG,816,612,coin,156,344,223,407
mango010S(9).JPG,816,612,mango,422,272,636,371
mango010S(9).JPG,816,612,coin,132,330,196,394
mango010T(1).JPG,816,612,mango,434,233,646,376
mango010T(1).JPG,816,612,coin,137,207,199,269
mango010T(10).JPG,816,612,mango,424,213,686,384
mango010T(10).JPG,816,612,coin,111,167,183,238
mango010T(11).JPG,816,612,mango,508,181,670,423
mango010T(11).JPG,816,612,coin,150,151,222,218
mango010T(2).JPG,816,612,mango,443,190,599,420
mango010T(2).JPG,816,612,coin,131,251,196,315
mango010T(3).JPG,816,612,mango,388,235,656,407
mango010T(3).JPG,816,612,coin,82,201,159,276
mango010T(4).JPG,816,612,mango,438,193,595,428
mango010T(4).JPG,816,612,coin,94,171,161,239
mango010T(5).JPG,816,612,mango,416,195,664,360
mango010T(5).JPG,816,612,coin,138,169,203,235
mango010T(6).JPG,816,612,mango,409,199,553,418
mango010T(6).JPG,816,612,coin,130,136,189,195
mango010T(7).JPG,816,612,mango,395,236,632,388
mango010T(7).JPG,816,612,coin,142,190,210,255
mango010T(8).JPG,816,612,mango,452,202,598,412
mango010T(8).JPG,816,612,coin,154,159,219,223
mango010T(9).JPG,816,612,mango,460,166,625,419
mango010T(9).JPG,816,612,coin,114,184,187,251
mix001S(1).JPG,816,612,orange,88,223,310,423
mix001S(1).JPG,816,612,apple,328,220,566,443
mix001S(1).JPG,816,612,coin,693,392,782,478
mix001S(2).JPG,816,612,orange,12,224,271,457
mix001S(2).JPG,816,612,apple,322,231,560,461
mix001S(2).JPG,816,612,coin,694,393,777,478
mix001T(1).JPG,816,612,apple,172,223,417,469
mix001T(1).JPG,816,612,orange,489,252,736,523
mix001T(1).JPG,816,612,coin,52,143,119,209
mix001T(2).JPG,816,612,orange,89,236,319,464
mix001T(2).JPG,816,612,apple,366,236,580,444
mix001T(2).JPG,816,612,coin,653,301,712,357
mix002S(1).JPG,816,612,banana,226,296,485,411
mix002S(1).JPG,816,612,apple,510,214,748,418
mix002S(1).JPG,816,612,coin,84,348,162,423
mix002S(2).JPG,816,612,banana,230,275,428,399
mix002S(2).JPG,816,612,apple,463,216,696,422
mix002S(2).JPG,816,612,coin,75,344,148,412
mix002S(3).JPG,816,612,banana,320,102,445,367
mix002S(3).JPG,816,612,apple,521,163,775,386
mix002S(3).JPG,816,612,coin,67,301,142,373
mix002S(4).JPG,816,612,apple,343,62,538,268
mix002S(4).JPG,816,612,banana,289,264,686,452
mix002S(4).JPG,816,612,coin,283,490,340,550
mix002T(1).JPG,816,612,banana,222,301,680,494
mix002T(1).JPG,816,612,apple,354,39,584,276
mix002T(1).JPG,816,612,coin,233,489,297,558
mix002T(2).JPG,816,612,apple,351,126,528,308
mix002T(2).JPG,816,612,banana,195,311,565,493
mix002T(3).JPG,816,612,apple,314,34,528,255
mix002T(3).JPG,816,612,banana,174,310,628,464
mix002T(3).JPG,816,612,coin,265,498,326,560
mix002T(4).JPG,816,612,banana,205,231,416,354
mix002T(4).JPG,816,612,apple,460,152,716,369
mix002T(4).JPG,816,612,coin,45,296,123,366
mix003S(1).JPG,816,612,apple,109,233,310,414
mix003S(1).JPG,816,612,qiwi,364,278,517,405
mix003S(1).JPG,816,612,coin,642,364,708,430
mix003S(2).JPG,816,612,qiwi,96,293,272,437
mix003S(2).JPG,816,612,apple,320,257,518,436
mix003S(2).JPG,816,612,coin,662,382,730,445
mix003S(3).JPG,816,612,apple,63,235,283,432
mix003S(3).JPG,816,612,qiwi,322,284,496,424
mix003S(3).JPG,816,612,coin,617,376,687,446
mix003T(1).JPG,816,612,apple,352,117,609,347
mix003T(1).JPG,816,612,qiwi,355,397,550,584
mix003T(1).JPG,816,612,coin,85,166,152,235
mix003T(2).JPG,816,612,apple,368,89,597,307
mix003T(2).JPG,816,612,qiwi,334,353,516,519
mix003T(2).JPG,816,612,coin,121,104,181,169
mix003T(3).JPG,816,612,qiwi,328,153,490,295
mix003T(3).JPG,816,612,apple,311,342,512,533
mix003T(3).JPG,816,612,coin,156,154,211,208
mix004S(1).JPG,816,612,qiwi,292,220,454,347
mix004S(1).JPG,816,612,apple,495,150,698,349
mix004S(1).JPG,816,612,coin,122,302,186,364
mix004S(2).JPG,816,612,qiwi,309,278,473,405
mix004S(2).JPG,816,612,apple,515,209,747,408
mix004S(2).JPG,816,612,coin,135,357,199,419
mix004S(3).JPG,816,612,apple,313,183,526,386
mix004S(3).JPG,816,612,qiwi,586,252,785,392
mix004S(3).JPG,816,612,coin,105,337,166,402
mix004S(4).JPG,816,612,apple,316,148,534,363
mix004S(4).JPG,816,612,qiwi,577,217,776,364
mix004S(4).JPG,816,612,coin,105,305,171,374
mix004T(1).JPG,816,612,apple,300,144,521,361
mix004T(1).JPG,816,612,qiwi,301,395,504,561
mix004T(1).JPG,816,612,coin,162,75,222,135
mix004T(2).JPG,816,612,qiwi,352,144,551,307
mix004T(2).JPG,816,612,apple,356,343,571,559
mix004T(2).JPG,816,612,coin,184,104,247,159
mix004T(3).JPG,816,612,qiwi,267,151,463,316
mix004T(3).JPG,816,612,apple,242,360,456,577
mix004T(3).JPG,816,612,coin,487,74,546,133
mix004T(4).JPG,816,612,apple,339,110,554,327
mix004T(4).JPG,816,612,qiwi,314,369,505,535
mix004T(4).JPG,816,612,coin,166,84,224,145
mix005S(4).JPG,612,612,mango,94,275,283,433
mix005S(4).JPG,612,612,qiwi,401,266,582,433
mix005T(4).JPG,612,612,mango,266,121,524,305
mix005T(4).JPG,612,612,qiwi,293,419,497,586
mix005T(4).JPG,612,612,coin,46,84,110,148
mix005T(6).JPG,612,612,mango,155,136,398,303
mix005T(6).JPG,612,612,qiwi,178,424,369,592
mix005T(6).JPG,612,612,coin,459,65,520,127
mix006S(1).JPG,816,612,mango,526,270,696,389
mix006S(1).JPG,816,612,banana,322,299,498,389
